Symbol,Name,Price,Market Cap,Sector,Industry,Score,Status,Fail Codes,Rev Growth,Gross Margin,ROIC,Insider Own,PEG,Z-Score
LXU,"LSB Industries, Inc.",14.6,1050389696.0,Basic Materials,Unknown,60,Fail,"FAIL_GM,FAIL_ROIC,FAIL_PEG,FAIL_FLOAT",0.223,0.16954,0.04828437421759568,0.2593,1.9256133183856503,2.1353838943524686
DNOW,DNOW Inc.,11.675,2175591168.0,Industrials,Unknown,50,Fail,"FAIL_MCAP,FAIL_GM,FAIL_ROIC,FAIL_FLOAT,FAIL_INSIDER",0.68,0.21738,-0.026857573474001507,0.01582,1.4705882352941178,1.5252765845759828
JCAP,"Jefferson Capital, Inc.",20.11,1239363840.0,Financial Services,Unknown,80,Fail,"FAIL_ROIC,FAIL_INSIDER",0.277,0.78132004,0.07483200826661375,0.09423,0.1287221299638989,2.5559639741686024
ETOR,eToro Group Ltd.,30.34,2539579136.0,Financial Services,Unknown,30,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_GM,FAIL_GM_TREND,FAIL_FLOAT,FAIL_INSIDER",-0.339,0.028080001,0.6663287366360034,0.09584,-0.39426663716814153,13.115721069527947
MBINM,Merchants Bancorp,25.03,0.0,Financial Services,Unknown,30,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_INSIDER",-0.176,0.0,0.13294207545369646,0.0,-5.6818181818181825,3.0
RGC,Regencell Bioscience Holdings Limited,26.16,12935829504.0,Healthcare,Unknown,30,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_PEG",0.0,0.0,-0.8864952776470302,0.88555,100.0,35353.65284135996
ILPT,Industrial Logistics Properties Trust,6.18,411916320.0,Real Estate,Unknown,60,Fail,"FAIL_GROWTH,FAIL_ROIC,FAIL_PEG,FAIL_FLOAT",0.031,0.86258006,0.0309222150557227,0.17068,32.25806451612903,0.2476984978249881
PG,The Procter & Gamble Company,148.11,346093584384.0,Consumer Defensive,Unknown,30,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_PS,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.015,0.51189,0.21544828285555878,0.00074,14.606508666666668,5.425834870913263
EBC,"Eastern Bankshares, Inc.",18.65,4195313920.0,Financial Services,Unknown,40,Fail,"FAIL_MCAP,FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_FLOAT,FAIL_INSIDER",0.328,0.0,0.09134921186675085,0.01264,1.322319908536585,3.0
LPL,"LG Display Co., Ltd.",4.075,4074999808.0,Technology,Unknown,40,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_FLOAT,FAIL_INSIDER",-0.081,0.13081999,0.04107282281703161,0.00208,-3.3539091358024695,1.0047708593520759
MANE,"Veradermics, Incorporated",60.11,2108483584.0,Healthcare,Unknown,20,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_INSIDER",0.0,0.0,0.0,0.0339,100.0,10.480339524993108
GBX,"The Greenbrier Companies, Inc.",51.48,1605706624.0,Industrials,Unknown,50,Fail,"FAIL_PRICE,FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_INSIDER",-0.194,0.17496,0.0806004498755801,0.08592,-0.45989742268041234,2.0504499934750253
MGY,Magnolia Oil & Gas Corporation,30.28,5713110016.0,Energy,Unknown,40,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_PS,FAIL_FLOAT,FAIL_INSIDER",-0.028,0.80664,0.1701717235593026,0.01467,-6.2510321428571425,5.2724126469004124
BSL,Blackstone Senior Floating Rate 2027 Term Fund,12.83,166994048.0,Financial Services,Unknown,50,Fail,"FAIL_GROWTH,FAIL_ROIC,FAIL_PS,FAIL_FLOAT,FAIL_INSIDER",-0.142,1.0,0.0,0.00024000001,-0.9510748591549296,3.0
UFG,Uni-Fuels Holdings Limited,0.9852,31984518.0,Industrials,Unknown,50,Fail,"FAIL_MCAP,FAIL_GM,FAIL_GM_TREND,FAIL_ROIC,FAIL_PEG",0.545,0.0194,0.09312588602194591,0.45161,1.807706495412844,11.051280436924749
HEPS,D-Market Elektronik Hizmetler ve Ticaret A.S.,2.75,995061568.0,Consumer Cyclical,Unknown,50,Fail,"FAIL_GM,FAIL_GM_TREND,FAIL_ROIC,FAIL_PS,FAIL_PEG",0.369,0.25445,0.0,0.81549,2.710027100271003,1.3074782462957302
IMAX,IMAX Corporation,37.84,2043095680.0,Communication Services,Unknown,50,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_ROIC,FAIL_PS,FAIL_PEG",0.351,0.60169,0.10921490891388447,0.19343,1.7112105413105416,3.3891952762229183
SYBT,"Stock Yards Bancorp, Inc.",62.61,1845675904.0,Financial Services,Unknown,50,Fail,"FAIL_PRICE,FAIL_GROWTH,FAIL_GM,FAIL_PS,FAIL_INSIDER",0.131,0.0,0.20392052878219816,0.07498,1.006187251908397,3.0
RDZN,"Roadzen, Inc.",1.17,93243936.0,Technology,Unknown,70,Fail,"FAIL_GROWTH,FAIL_ROIC,FAIL_PEG",0.188,0.60933,0.0,0.4372,5.319148936170213,-15.475891783055387
MKTX,MarketAxess Holdings Inc.,174.56,6488658432.0,Financial Services,Unknown,40,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_PS,FAIL_PEG,FAIL_INSIDER",0.035,0.62022996,0.2721707514457221,0.02498,7.511187428571427,7.651619681472719
FRHC,Freedom Holdings Corp.,138.3,8462651392.0,Financial Services,Unknown,60,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_PS",-0.141,0.77793,0.20836120815273912,0.70554,-980.8511347517732,1.4348022449302507
BRBS,"Blue Ridge Bankshares, Inc.",3.94,360465344.0,Financial Services,Unknown,50,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_FLOAT",-0.028,0.0,0.14882769402214405,0.2825,-12.79220857142857,3.0
AVK,Advent Convertible and Income Fund,12.035,531330112.0,Financial Services,Unknown,50,Fail,"FAIL_GROWTH,FAIL_ROIC,FAIL_PS,FAIL_FLOAT,FAIL_INSIDER",0.081,1.0,0.0,0.0,0.552342913580247,3.0
BLKB,"Blackbaud, Inc.",43.76,2093223680.0,Technology,Unknown,50,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_ROIC,FAIL_INSIDER",-0.023,0.5881,0.14997261017907085,0.02456,-8.027885217391304,1.1750318046821393
MGM,MGM Resorts International,36.83,10073242624.0,Consumer Cyclical,Unknown,40,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_ROIC,FAIL_PEG,FAIL_FLOAT",0.06,0.44419,0.040898668254002526,0.27018,8.076755,0.7334295633766843
VRTX,Vertex Pharmaceuticals Incorporated,456.2,115890405376.0,Healthcare,Unknown,20,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_GM_TREND,FAIL_PS,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.095,0.53665,0.2539489197922691,0.00176,3.1365808421052632,12.116979014062395
ADAM,"Adamas Trust, Inc.",7.995,723342400.0,Real Estate,Unknown,70,Fail,"FAIL_ROIC,FAIL_FLOAT,FAIL_INSIDER",189.636,0.74556,0.10987952923940142,0.07377,0.000383270122761501,3.0
AVAH,Aveanna Healthcare Holdings Inc.,7.03,1468647040.0,Healthcare,Unknown,70,Fail,"FAIL_ROIC,FAIL_FLOAT,FAIL_INSIDER",0.222,0.33568,-0.29871468046507144,0.05928,0.8558558558558559,0.8503823280413136
NRT,North European Oil Royalty Trust,9.04,83082936.0,Energy,Unknown,70,Fail,"FAIL_ROIC,FAIL_PS,FAIL_INSIDER",3.295,1.0,0.0,0.03463,0.02638029742033384,25.7807046643529
AMTM,"Amentum Holdings, Inc.",27.695,6755784192.0,Industrials,Unknown,30,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_FLOAT,FAIL_INSIDER",-0.052,0.10637,0.029156569256355423,0.021470001,-13.314902884615384,2.00646954196381
EC,Ecopetrol S.A.,14.7622,31669803008.0,Energy,Unknown,30,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_GM_TREND,FAIL_ROIC,FAIL_PS,FAIL_FLOAT,FAIL_INSIDER",-0.172,0.32759,0.13016590468373268,0.0,-0.7335619767441861,1.0374051129175517
AHMA,Ambitions Enterprise Management Co. L.L.C,4.8,142680000.0,Consumer Cyclical,Unknown,60,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_PS,FAIL_PEG",0.144,0.22574,0.17392683450562713,0.80438006,8.333334027777779,27.4923295523204
MREO,Mereo BioPharma Group plc,0.3618,57573844.0,Healthcare,Unknown,30,Fail,"FAIL_GROWTH,FAIL_GM_TREND,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.0,0.734,0.0,0.00962,100.0,-7.095591395694123
BIRK,Birkenstock Holding plc,36.78,6764064256.0,Consumer Cyclical,Unknown,40,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_ROIC,FAIL_PS,FAIL_FLOAT",0.111,0.58658004,0.10918899690624352,0.15685001,1.4282385585585586,3.0337840854428766
INSE,"Inspired Entertainment, Inc.",6.82,183641248.0,Consumer Cyclical,Unknown,80,Fail,"FAIL_GROWTH,FAIL_INSIDER",-0.07,0.71555,3.914519170333124,0.07083,-0.4970845428571428,-0.06929392393026923
GLRE,"Greenlight Capital Re, Ltd.",16.2,550534400.0,Financial Services,Unknown,80,Fail,"FAIL_GM,FAIL_ROIC",0.397,0.13342,0.13213577857764547,0.24457,0.18804629722921912,3.0
MTEK,Maris-Tech Ltd.,1.57,12706780.0,Technology,Unknown,60,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_GM,FAIL_ROIC",-0.793,0.4691,0.0,0.49796,-1.2610340479192939,1.0077248860193841
CGON,"CG Oncology, Inc.",66.12,5582855680.0,Healthcare,Unknown,20,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GM,FAIL_GM_TREND,FAIL_ROIC,FAIL_PS,FAIL_FLOAT,FAIL_INSIDER",4.092,0.0,0.0,0.0304,0.24437927663734116,85.55623355646921
EBAY,eBay Inc.,92.92,41990799360.0,Consumer Cyclical,Unknown,40,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_PS,FAIL_FLOAT,FAIL_INSIDER",0.15,0.71449995,0.22248564174409455,0.0025,1.453834,6.2126553786915375
SWK,"Stanley Black & Decker, Inc.",70.94,11016019968.0,Industrials,Unknown,40,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_ROIC,FAIL_FLOAT,FAIL_INSIDER",-0.01,0.30628002,0.06082285184980834,0.0028799998,-26.769812,1.9843616079731725
PGC,Peapack-Gladstone Financial Corporation,33.32,585033216.0,Financial Services,Unknown,60,Fail,"FAIL_PRICE,FAIL_GROWTH,FAIL_GM,FAIL_INSIDER",0.163,0.0,0.41784560901334933,0.11156999,0.973415153374233,3.0
UNIT,Uniti Group Inc.,7.84,1874334080.0,Real Estate,Unknown,70,Fail,"FAIL_GM_TREND,FAIL_FLOAT,FAIL_INSIDER",2.127,0.66077006,0.18982277749062434,0.024300002,0.007568671368124119,0.45510492579893663
AAPL,Apple Inc.,250.935,3688223997952.0,Technology,Unknown,30,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_GM,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.157,0.47325,0.8228358730470098,0.01637,2.0206221656050958,10.016887381975463
VIAV,Viavi Solutions Inc.,33.05,7647417856.0,Technology,Unknown,30,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_ROIC,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.166,0.59532,0.055919426075281435,0.01388,6.024096385542168,-44.27911673486105
GBDC,"Golub Capital BDC, Inc.",12.57,3308777984.0,Financial Services,Unknown,40,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_ROIC,FAIL_PS,FAIL_FLOAT,FAIL_INSIDER",-0.062,1.0,0.07427370278221701,0.0137600005,-1.6219354838709676,3.0
CDT,CDT Equity Inc.,0.4929,1805472.0,Healthcare,Unknown,40,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_PEG",0.0,0.0,0.0,0.39936,100.0,-24.748138785104246
UAN,"CVR Partners, LP",129.72,1371093504.0,Basic Materials,Unknown,80,Fail,"FAIL_PRICE,FAIL_GROWTH",-0.061,0.40832,0.25554223642325646,0.39709,-2.279268360655738,2.3781514180298
GAIA,"Gaia, Inc.",3.015,75508688.0,Communication Services,Unknown,60,Fail,"FAIL_GROWTH,FAIL_ROIC,FAIL_PEG,FAIL_INSIDER",0.058,0.8707,-0.059374849352881114,0.14715,17.241379310344826,0.4143335485669214
BJDX,"Bluejay Diagnostics, Inc.",1.8127,1762334.0,Healthcare,Unknown,30,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_INSIDER",0.0,0.0,0.0,0.05513,100.0,-9.681865578319503
SMTC,Semtech Corporation,74.46,6890532352.0,Technology,Unknown,30,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_ROIC,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.093,0.52514,-0.09466430761935633,0.00856,14.297234408602149,4.983912839089596
AXG,Solowin Holdings,3.65,689681472.0,Financial Services,Unknown,70,Fail,"FAIL_ROIC,FAIL_PS,FAIL_FLOAT",2.958,0.92307,-4.32488030839148,0.9954,0.3380662609871535,51.122883189907846
PCOR,"Procore Technologies, Inc.",58.83,9146292224.0,Technology,Unknown,30,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_ROIC,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.156,0.79582,-0.11656641188996568,0.09843001,6.410256410256411,5.3818837814660805
REGCP,Regency Centers Corporation,23.02,0.0,Real Estate,Unknown,30,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.089,0.71623003,0.0,0.0,11.235955056179774,0.08575737486831107
UYSCU,UY Scuti Acquisition Corp.,10.4,69446000.0,Financial Services,Unknown,40,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_INSIDER",0.0,0.0,0.0,0.0402,100.0,105.43280816866198
VLYPO,Valley National Bancorp,24.88,3318917376.0,Financial Services,Unknown,60,Fail,"FAIL_MCAP,FAIL_GM,FAIL_FLOAT,FAIL_INSIDER",0.383,0.0,0.18600465651390968,0.0,0.5852327154046998,3.0
NABL,"N-able, Inc.",5.0,941881600.0,Technology,Unknown,50,Fail,"FAIL_GROWTH,FAIL_ROIC,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.118,0.80412,-0.24346300058652579,0.018380001,8.474576271186441,1.4695622579903858
VGM,Invesco Trust for Investment Grade Municipals,10.284,557721600.0,Financial Services,Unknown,40,Fail,"FAIL_GROWTH,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.008,1.0,0.0,2.0000001e-05,125.0,3.0
LLY,Eli Lilly and Company,922.38,825547423744.0,Healthcare,Unknown,50,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_PS,FAIL_FLOAT,FAIL_INSIDER",0.426,0.83044,0.3856322811143023,0.00187,0.9422155399061033,7.736585962021798
DCBO,Docebo Inc.,20.01,575318144.0,Technology,Unknown,90,Fail,FAIL_GROWTH,0.105,0.80224997,14.436130012834273,0.61973,1.4888393333333334,3.085402495051115
IMA,"ImageneBio, Inc.",5.8199,65076236.0,Healthcare,Unknown,60,Fail,"FAIL_GROWTH,FAIL_ROIC,FAIL_PS,FAIL_PEG",0.0,1.0,0.0,0.15032,100.0,-23.403255783042297
ENR,"Energizer Holdings, Inc.",17.25,1182843136.0,Industrials,Unknown,60,Fail,"FAIL_GROWTH,FAIL_ROIC,FAIL_FLOAT,FAIL_INSIDER",0.065,0.42188,0.10639434290006712,0.115030006,0.8935508769230769,1.3868221885998233
KMT,Kennametal Inc.,37.455,2854025984.0,Industrials,Unknown,30,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_ROIC,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.098,0.31219,0.06567598645149678,0.00866,2.672684693877551,3.3307248163815495
SES,SES AI Corporation,1.12,410618624.0,Consumer Cyclical,Unknown,50,Fail,"FAIL_GM_TREND,FAIL_ROIC,FAIL_PS,FAIL_FLOAT,FAIL_INSIDER",1.236,0.53843,-0.4268553896291113,0.14992,0.8090614886731392,2.2687401240592897
SOHOO,Sotherly Hotels Inc.,19.08,85399216.0,Real Estate,Unknown,50,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_GM_TREND,FAIL_ROIC,FAIL_INSIDER",-0.066,0.24086,0.053055508699060755,0.0,-15.15151515151515,0.3468382225186517
AFRI,Forafric Global PLC,9.555,257044720.0,Consumer Defensive,Unknown,60,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_GM_TREND,FAIL_ROIC",-0.453,0.09297,-0.06275030299308827,0.79746,-2.2075055187637966,0.2079887046454132
VFF,"Village Farms International, Inc.",2.735,315941088.0,Consumer Defensive,Unknown,50,Fail,"FAIL_GROWTH,FAIL_ROIC,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.093,0.40605,-0.11377976732103363,0.10172,5.881720107526881,1.7324849175229355
ALK,"Alaska Air Group, Inc.",39.0,4471016448.0,Industrials,Unknown,20,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.028,0.21511,0.025130865187749332,0.00671,16.781411785714283,1.076244656445878
OPAL,OPAL Fuels Inc.,2.4103,417934496.0,Utilities,Unknown,70,Fail,"FAIL_GM,FAIL_GM_TREND,FAIL_PEG",0.247,0.26145,0.4378617901160005,0.23336,4.87915020242915,0.8294920669004462
CCRN,"Cross Country Healthcare, Inc.",8.93,292546368.0,Healthcare,Unknown,50,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_GM_TREND,FAIL_ROIC,FAIL_INSIDER",-0.236,0.20257,-0.036969198818381385,0.055159997,-4.237288135593221,4.187145020917685
JOB,GEE Group Inc.,0.259,28491482.0,Industrials,Unknown,60,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_ROIC,FAIL_FLOAT",-0.146,0.35326,-1.071128155635229,0.17465,-6.8493150684931505,1.0284483184347464
TREE,"LendingTree, Inc.",42.06,582774656.0,Financial Services,Unknown,90,Fail,FAIL_PRICE,0.222,0.96194,0.9156753166641388,0.20834999,0.17575090090090092,1.1751571636236604
BYRN,Byrna Technologies Inc.,9.77,221498448.0,Industrials,Unknown,100,Pass,,0.26,0.60506,0.17962024747336827,0.20905,0.9394231153846154,8.837084496087874
AVT,"Avnet, Inc.",60.725,4971128832.0,Technology,Unknown,10,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_GM,FAIL_GM_TREND,FAIL_ROIC,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.116,0.10623,0.061901133060194714,0.01122,2.128013620689655,3.3665471936612428
NMZ,Nuveen Municipal High Income Opportunity Fund,10.395,1221413632.0,Financial Services,Unknown,40,Fail,"FAIL_GROWTH,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.0,1.0,0.0,6.0000002e-05,49.500004,3.0
CHMI,Cherry Hill Mortgage Investment Corporation,2.715,101282216.0,Real Estate,Unknown,60,Fail,"FAIL_GROWTH,FAIL_ROIC,FAIL_PS,FAIL_INSIDER",-0.348,0.71546,0.1368948075460315,0.00985,-2.873563218390805,3.0
FINS,Angel Oak Financial Strategies Income Term Trust,12.6778,423652160.0,Financial Services,Unknown,40,Fail,"FAIL_GROWTH,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.0,1.0,0.0,0.05205,6.8528647,3.0
AOSL,Alpha and Omega Semiconductor Limited,21.05,626465344.0,Technology,Unknown,60,Fail,"FAIL_GM,FAIL_GM_TREND,FAIL_ROIC,FAIL_PEG",0.449,0.22473,-0.02409304630458778,0.16723,2.2271714922048997,3.369141780922646
LAFA,LaFayette Acquisition Corp.,9.95,156347664.0,Financial Services,Unknown,50,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_PEG",0.0,0.0,0.0,0.23441,100.0,22.70629801073673
EPD,Enterprise Products Partners L.P.,37.5607,81197244416.0,Energy,Unknown,50,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_GM,FAIL_FLOAT",-0.029,0.13701001,0.21532142874820545,0.33004,-4.8691598275862065,2.0221103055300884
GLBS,Globus Maritime Limited,1.68,34578264.0,Industrials,Unknown,70,Fail,"FAIL_MCAP,FAIL_ROIC,FAIL_PEG",0.548,0.43523997,0.0,0.32671002,1.824817518248175,-0.08390429754549726
NTNX,"Nutanix, Inc.",41.43,11202669568.0,Technology,Unknown,40,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.104,0.87133,10.424956958001108,0.00414,4.330058461538462,1.0260690838706832
NRGV,"Energy Vault Holdings, Inc.",3.815,640118848.0,Utilities,Unknown,50,Fail,"FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_FLOAT,FAIL_INSIDER",26.789,0.22649999,-1.3489004134584799,0.14634,0.03732875433946769,1.6523258010898103
LOBO,Lobo Technologies Ltd.,0.5802,7292252.0,Consumer Cyclical,Unknown,60,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_GM,FAIL_ROIC",-0.003,0.14352,-0.0816449673224538,0.41911,-333.33333333333337,1.4823566565365411
HAS,"Hasbro, Inc.",91.53,12876967936.0,Consumer Cyclical,Unknown,40,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_ROIC,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.313,0.63821,0.06264108887717557,0.00865,3.1948881789137378,2.9785946572461492
LFMD,"LifeMD, Inc.",4.1386,199215168.0,Healthcare,Unknown,80,Fail,"FAIL_GROWTH,FAIL_ROIC",-0.271,0.85718,0.0,0.15083,-3.6900369003690034,-0.9963536185296573
OPLN,"OPENLANE, Inc.",27.17,2888095744.0,Consumer Cyclical,Unknown,30,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_ROIC,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.086,0.46151,0.11519996167637025,0.019550001,11.627906976744187,1.3312305558965445
CAPT,Captivision Inc.,0.4494,14682154.0,Basic Materials,Unknown,60,Fail,"FAIL_MCAP,FAIL_GM,FAIL_ROIC,FAIL_PEG",0.219,0.24896,0.0,0.24802,4.566210045662101,-21.349827039133928
DBI,Designer Brands Inc.,5.485,272253984.0,Consumer Cyclical,Unknown,80,Fail,"FAIL_GROWTH,FAIL_ROIC",-0.032,0.42876,0.021842978600716583,0.20276,-31.25,1.791497672470555
DDI,"DoubleDown Interactive Co., Ltd.",8.75,433592608.0,Communication Services,Unknown,80,Fail,"FAIL_GROWTH,FAIL_INSIDER",0.169,0.71782994,0.23088261752089576,0.00017000001,0.2501214792899408,6.332595327704636
MBOT,Microbot Medical Inc.,2.675,179647776.0,Healthcare,Unknown,30,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.0,0.0,0.0,0.0,100.0,16.294496224630695
FOXF,Fox Factory Holding Corp.,16.695,697889024.0,Consumer Cyclical,Unknown,60,Fail,"FAIL_GROWTH,FAIL_ROIC,FAIL_PEG,FAIL_INSIDER",0.023,0.30208,-0.3794297471717065,0.01175,43.47826086956522,0.8895406321592443
ZION,"Zions Bancorporation, National Association",53.9,7971208192.0,Financial Services,Unknown,40,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_GM,FAIL_FLOAT,FAIL_INSIDER",0.136,0.0,0.26912200827834076,0.017819999,0.6594401470588235,3.0
XEL,Xcel Energy Inc.,80.52,50234556416.0,Utilities,Unknown,20,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.141,0.45743,0.06102589538623125,0.0021,1.6697771631205676,0.9562586610477454
FRA,"BlackRock Floating Rate Income Strategies Fund, Inc.",10.9099,386589664.0,Financial Services,Unknown,50,Fail,"FAIL_GROWTH,FAIL_ROIC,FAIL_PS,FAIL_FLOAT,FAIL_INSIDER",-0.196,1.0,0.0,0.0,-0.795182193877551,3.0
DTSQU,DT Cloud Star Acquisition Corporation,10.9475,84880352.0,Financial Services,Unknown,50,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_PEG",0.0,0.0,0.0,0.49525002,100.0,63.49661799063364
SRFM,Surf Air Mobility Inc.,1.455,106334352.0,Industrials,Unknown,60,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_FLOAT",-0.057,0.03924,-2.9885312177428878,0.26084998,-17.543859649122805,-10.611572968276855
RIO,Rio Tinto Group,88.59,144024436736.0,Basic Materials,Unknown,20,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_GM,FAIL_GM_TREND,FAIL_ROIC,FAIL_FLOAT,FAIL_INSIDER",0.146,0.28124002,0.14636308904599718,3.0000001e-05,0.9963559589041096,2.8584266573005053
DHY,Credit Suisse High Yield Credit Fund,1.8869,195500992.0,Financial Services,Unknown,50,Fail,"FAIL_GROWTH,FAIL_ROIC,FAIL_PS,FAIL_FLOAT,FAIL_INSIDER",-0.032,1.0,0.0,0.0,-4.9138021875,3.0
CNO,"CNO Financial Group, Inc.",40.67,3878027264.0,Financial Services,Unknown,30,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_ROIC,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.042,0.38871,0.07146300309460235,0.02355,4.210144761904761,3.0
CURB,Curbline Properties Corp.,26.4,2781718272.0,Real Estate,Unknown,40,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_ROIC,FAIL_PS,FAIL_FLOAT,FAIL_INSIDER",0.551,0.74878997,0.025419642442091505,0.07612,1.2949428312159708,3.25038442218376
PK,Park Hotels & Resorts Inc.,10.58,2130795392.0,Real Estate,Unknown,40,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_ROIC,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.006,0.30138,-0.00044310074543302296,0.07516,166.66666666666669,0.45148729134948096
NEXN,Nexxen International Ltd.,6.755,376393888.0,Communication Services,Unknown,80,Fail,"FAIL_GROWTH,FAIL_ROIC",-0.103,0.84928,0.07104773287668156,0.15481,-1.599573786407767,1.9387319074177813
